original_text,decoded_text
5%,5%
열량,
302호,302
내포장재질,내장재
개별인정형,개인정
성분에,성에
:,:
"L.paracasei,","L.paracasei,"
(120ml),(120ml)
품질을,을
],]
있습니다.,있니다.
(주)한미양행,(주)한미행
"패션프롯농축액,",","
줄,
품질을,을
공기의,공기의
원료로,원로
확인,인
위한,위한
제조번호,제
@,@
보관하십시오.,보하시오.
체내,내
809596,809596
1일,1일
"B1염산염,","B1,"
생수에,생수에
"돼지고기,","지고기,"
:,:
비율,비
마그네슘,마그
·,·
성분을,성을
"0g(0%),","0g(0%),"
1회,1
:,:
+알루미,+미
도움,도
밀봉하여,하
교환장소,교장소
경남제약(주),경남제(주)
·,·
10.67mg,10.67mg
및,
"변질,",","
반품,
따로,로
탄수화물,수화
식품전문제조원,식전문제원
보관하십시오.,보하시오.
에서,에서
교환,교
·,·
:,:
84정,84정
확인,인
"(30%),","(30%),"
어린이부터,어이부
제조번호,제
2캡슐,2
탄수,수
13길,13
및,
"바라기유),","라기유),"
·,·
1일,1일
습니다.,니다.
제품은,제은
더존인사,인사
%,%
"해바라기유),","해라기유),"
Traceability,Traceability
내용량,내
"해조칼슘(칼슘),","해(),"
함부로,부로
GC녹십자,GC자
및,
개인의,개인의
분쟁해결기준에,해기에
이상사례,이상사
덕평로,로
수,수
(150g),(150g)
수,수
1일,1일
배변활동,동
십시오.,시오.
유익균,유
전문가와,전문가와
곳에,에
2개월분,2개
스테아린산마그,스아마그
"우유,","우유,"
"있음,","있,"
1일,1일
·,·
별도,도
포장재에,장재에
제품과,제과
"우유,","우유,"
체지방,지방
"새우,","우,"
1577-2488,1577-2488
고객상담실로,고상로
500mg,500mg
:,:
·,·
3),3)
크롬,
시,시
1일,1일
"밀,",","
본,
0.45mg,0.45mg
신고는,신고는
[내포장재질],[내장재]
함께,
상담하,상하
잣을,을
섭취하지,하지
주의하시기,주의하시기
│,
판매원,원
있습니다.,있니다.
까지,지
성분,성
판매원,원
1일,1일
난류(,(
중단하시고,중단하시고
20포),20)
"잔탄검,",","
나트륨,나트
및,
건강,
"프락토올리고당,","토리고,"
확인하실,인하
섭취량,
제품은,제은
까지,지
골,
감소에,소에
【섭취,
함량,
있으나,있으나
입을,을
생산하고,생하고
서브스페시스,서스시스
제품은,제은
소비자,소비자
북도,도
/,/
:,:
섭취량,
지친,지
수술,수
개봉,개
부문,부문
"효소처리스테비아,","소리스비아,"
식품의약품안전처,식의안전
지도하십시오.,지도하시오.
"밀,",","
섭취량,
에,에
809668,809668
2101,2101
"대두,","대,"
유통기한이,유기한이
너지,지
90정),90정)
0g,0g
Health,Health
본,
조개류,개
마시는,마시는
1회,1
씹어서,어서
:,:
1577-2488,1577-2488
[몰리브덴],[리]
제조하고,제하고
잣을,을
중구,중구
폴리에틸렌(PE),리에(PE)
잣을,을
부탁드립니다.,부드니다.
세포를,를
"추출물,",","
제품은,제은
"호두,",","
[반품,[
시,시
원료인정,원인정
지방,지방
확인,인
30,30
섭취하십시오.,하시오.
"고등어,","고어,"
Skin,Skin
필요,요
■,■
주의사항,주의사
:,:
(주)리얼닥터,(주)리
1일,1일
(650mg,(650mg
줄,
중인,중인
:,:
김진구,김진구
:,:
식물성오메가3,식성오가3
덕평로,로
"DL-사과산,","DL-사과,"
"농축분말,",","
비타민D,비민D
마시고,마시고
까지,지
소비자분쟁,소비자
드립니다.,드니다.
같은,은
0g,0g
실리마린,리마
A동,A동
"천연후르츠향,","천연,"
예방,방
까지,지
함께,
"돼지고기,","지고기,"
주의사항,주의사
탄수화물이,수화이
070-4077-1919,070-4077-1919
"임산부,","부,"
혈액의,의
세포를,를
흔들어서,들어서
[EPA,[EPA
·,·
이용에,이에
타서,서
및,
습니다.,니다.
생성,생성
※,
"비타민B2,","비민B2,"
상담,상
0mg,0mg
캡슐기제,기제
보상,보상
이용되는데,이는
주의하시기,주의하시기
섭취,
습기가,기가
드시면,드시면
확인하시고,인하시고
[판매원],[원]
120mg,120mg
스피루리나,스리나
생성에,생성에
당,
확인하실,인하
보관,보
주의사항,주의사
병용,
우리,우리
드립니다.,드니다.
채취,
대한,대한
후에는,에는
또는,는
밀봉하여,하
있을,있을
신고는,신고는
직사광선을,사선을
1,1
"순이며,","이,"
건강기능식품,기식
섭취에,에
수,수
"전복,","전,"
가능성이,가성이
사항은,사은
·,·
"1회,","1,"
"글리세린,","리,"
상처를,상를
본,
덕평로,로
0mg,0mg
※,
※,
불필요한,요한
"50,000원","50,000원"
섭취시,시
상담할,상할
서늘한,서한
기준,기
:,:
직사광선을,사선을
표기일까지,기일지
EPA,EPA
Probiotics,Probiotics
근육기능,기
포장재에,장재에
0mg,0mg
[등록번호,[
"80%),","80%),"
BOX,BOX
섭취량,
체질이신,이신
전,전
[엽산],[]
"젤라틴,","라,"
반품,
중,중
발달에,에
발생,생
제품과,제과
향료,
Chlorogenic,Chlorogenic
영양,
어린이,어이
상담할,상할
2023.10.28,2023.10.28
기준에,기에
지방,지방
초임계,계
피해,해
기능식품,기식
기준치,기
90g(500mg,90g(500mg
상담하시기,상하시기
"비타민C,","비민C,"
"메밀,",","
"새우,","우,"
자연적인,자연적인
"건조효모,",","
"갈락토올리고당,","토리고,"
"산화마그네슘,","화마그,"
전재로,전재로
있으니,있으니
열원이나,원이나
임산,
1일,1일
:,:
"산화아연,","화아연,"
"트린],","트],"
섭취를,를
같은,은
섭취,
송악읍,
건강기능식품,기식
보관방법,보방
건강기능식품,기식
·,·
종이,이
한국암웨이,한국이
질병의,의
식품의약품안전처,식의안전
()안의,()안의
0%,0%
8,8
기능식품,기식
:,:
고시,고시
수,수
※,
상대습도,상대도
및,
"1회,","1,"
:,:
있으니,있으니
어린이는,어이는
균,
전문가,전문가
증상이,상이
나타날,나
공정거래위원회,공정위원
충청북도,도
/,/
유아,유아
[권장십취량,[장
제조업소명,제업소
당류,
민감하므로,민하로
의약품이,의이
28%,28%
:,:
"규소,","소,"
2023.01.07,2023.01.07
"오렌지주스,","오지주스,"
있음,있
섭취하시거나,하시나
성분을,성을
모시스테인,시스인
영,
정상적인,정상적인
항혈소,소
ALL,ALL
정,정
"민B2,","민B2,"
생성에,생성에
배변활동,동
곧바로,로
종합비타민,비민
플러스,스
2.,2.
"룰로스,","로스,"
원료명,원
"400㎍RE(57%),","400μgRE(57%),"
-,-
경기도,경기도
바이오밸리,이오리
니다.,니다.
"L-아르지닌,","L-아지,"
줌,
섭취,
는,는
비타민,비민
"게,","게,"
체질이신,이신
구아비잎추출물,구아비
DHA,DHA
바랍니다.,니다.
5%,5%
및,
:,:
사용합니다.,사니다.
유통전문판매원,유전문원
1g,1g
있습니다.,있니다.
제조원,제원
식품이력추적관리,식이적리
수면에,수면에
연속,연
원료나,원나
"오징어,","오어,"
세르비아,비아
물과,과
않도록,도
유해산소로부터,유해소로부
황반색소,소
[반품,[
1443,1443
"비타민B6염산염,","비민B6,"
2box,2box
:,:
원산지,원지
곳,
대한,대한
없습니다.,니다.
필요,요
0%,0%
기능정보,기정보
등으로,으로
X,X
"밀,",","
적용되어,적어
직사광선을,사선을
유통,유
맛있는,있는
제조시설에서,제시에서
X,X
용기에,기에
이,이
알,
제품은,제은
"임신,","신,"
유통기한(8자리),유기한(8자리)
11mg,11mg
있습니다.,있니다.
ALL,ALL
"호두,",","
[비타민K],[비민K]
[비타민A],[비민A]
고,고
알레르기,기
"로덱스트린,","로스트,"
[내포장재질],[내장재]
776351,776351
일정하지,일정하지
-,-
섭취량,
·,·
곳에,에
곳과,과
/,/
보상받을,보상을
특이체질,이
시,시
제조가공한,제가공한
FOS,FOS
섭취하세요.,하요.
식사,식사
[제조번호],[제]
나는,나는
1,1
줄,
"시트러스껍질추출물,","시트스,"
바랍니다.,니다.
인정원료인,인정원인
실제크기,제기
(주),(주)
일,일
[원재료명,[원재
(주)서흥,(주)서
아니며,아니
경기도,경기도
있습니다.,있니다.
고객만족팀,고만
식품의약품안전처,식의안전
/,/
용도,도
및,
질병의,의
비,비
함량,
유해산소로부터,유해소로부
들,들
손에,에
여,
않는,는
"니코틴산아미드,","니아미드,"
"전복,","전,"
에,에
보호하는데,보하는
·,·
저,저
PP,PP
필요,요
·,·
"호두,",","
※,
"과당,","과,"
[내포장재질],[내장재]
변색될,
하트베리,하트리
비율(%)은,비(%)은
시오.,시오.
침전이,전이
인체,인
함께,
제조되었습니다.,제었니다.
보관하십시오.,보하시오.
수,수
뚜껑을,을
프락토올리고당,토리고
보관,보
:,:
결합조직,
시,시
3,3
[교환,[교
기타사항,기사
섭취하지,하지
·,·
"국산,","국,"
건강,
USA,USA
"땅콩,",","
%,%
:,:
잣을,을
/,/
비타민,비민
복용,
필요,요
받으실,으
Swiss,Swiss
발달에,에
억제·배변활동,제·동
시,시
유통전문판매원,유전문원
:,:
의거,의
보관하십시오.,보하시오.
수,수
신고는,신고는
"마리골드꽃추출물,","마리드,"
(500mg,(500mg
곳에,에
250㎍RE,250μgRE
:,:
발생,생
비타민,비민
"말레이시아),","이시아),"
5kcal,5kcal
"대두,","대,"
자몽향분말,자
열처리,리
·,·
상담하십시오.·,상하시오.·
혈중,중
열량,
·,·
비타민A,비민A
0g,0g
간혹,
개인의,개인의
복용시,시
8,8
고객상,고상
섭취시,시
시,시
"고등어,","고어,"
월경,경
"J.,","J.,"
충주시,주시
없으니,으니
[내용량],[내]
섭취를,를
%,%
"칸델릴라왁스,","라스,"
"4정(2,600mg)","4정(2,600mg)"
·,·
드립,드
어린이의,어이의
PREMIUM,PREMIUM
원료명을,원을
"분쟁해결기준""에","해기""에"
"프락토올리고당,","토리고,"
48g,48g
X,X
따라,라
1포,1
"대두,","대,"
복,
식사조,식사
2022.05.22까지,2022.05.22지
참조,
교환처],교]
"향),","),"
흥덕구,구
원활에,원에
하루,하
건강기능식품,기식
"염화칼륨),","화),"
"71-5,","71-5,"
타서,서
"복숭아,","아,"
0%,0%
촉촉보습,보
식약처,식
산소운반과,소과
제품,제
타민B1],민B1]
Complex,Complex
주의사항,주의사
까지,지
제품은,제은
"정제소금),","정제소),"
6년근,6년
/,/
24시간,24시
1일,1일
변질품,
될,
수,수
(1티스푼,(1스
화성시,화성시
굿베이스,이스
포장재에,장재에
출처,
함량,
수,수
탄수,수
·,·
공정,공정
는,는
섭취가,가
·,·
인해,인해
하십시오.,하시오.
바로,로
관리가,리가
열량,
·,·
및,
21,21
·,·
STARTER,STARTER
호일(AL-foil),일(AL-foil)
섭취,
직사광선,사선
섭취를,를
위에서,위에서
을,을
질병예방,방
미만,미만
취하십시오.,하시오.
79%,79%
주의사항],주의사]
·,·
본,
도움을,도을
본,
원료명,원
있으니,있으니
D-소비톨액,D-소비
흡수되고,수고
미네랄,미
[업소명,[업소
:,:
[보관방법],[보방]
☎,
줄,
세포분열에,에
1일,1일
심하고,하고
유통기한,유기한
제품은,제은
0mg,0mg
섭취량,
9g,9g
또는,는
색상이,상이
탄수화물과,수화과
30,30
철의,의
전문,전문
:,:
보관방법,보방
충청북도,도
필요할,요할
비타민D,비민D
·,·
"쇠고기,","고기,"
[비,[비
소비자,소비자
소비자분,소비자
※,
및,
입을,을
멀티비타민,비민
우에는,우에는
충북,
충청북도,도
제품은,제은
한,한
개인에,개인에
"70%,","70%,"
혈압강하제,하제
1g),1g)
대풍산단1길,대단1
질병의,의
"석류농축분말,",","
에너지,에지
d-토코페롤(혼,d-토(
8층,8
황반색소밀도를,소도를
복운,
관계,계
합,
자연적인,자연적인
문제가,문제가
따라,라
있습니다.,있니다.
함유,유
1캡슐(700mg),1(700mg)
입력하시면,하시면
자,자
당,
특히,
나트륨,나트
/,/
·,·
"호두,",","
교환,교
함량,
제조시설에,제시에
입력하시면,하시면
"비타민E),","비민E),"
"트림,","트,"
주의하십시오.,주의하시오.
단백질,단
정거래위원회,정위원
을,을
열량,
형성하고,성하고
(유산균,(유
섭취,
구입,구
지,지
께,
(20gX14포),(20gX14)
신장,신장
비타민E,비민E
1),1)
"7.01mg(501%),","7.01mg(501%),"
15g,15g
"PP(라벨),","PP(라),"
"땅콩,",","
"합성향료),","성),"
루테인,인
130mg,130mg
및,
[제조원],[제원]
8g,8g
"2정(1,000mg)","2정(1,000mg)"
n,n
"(백작약/국내산)],","(/국내)],"
주의하십시오.,주의하시오.
단백질,단
"호두,",","
취하십시오.,하시오.
혈중,중
"말토덱스트린,","토스트,"
송파구,구
경관의,경의
다습,다
성분을,성을
품질을,을
진저,진저
1일,1일
과,과
및,
실온(1~30℃)에,(1~30°C)에
:,:
VITAMIN,VITAMIN
주의사항,주의사
전문가와,전문가와
1일,1일
2,2
:,:
홍합,
줄,
"이산화규소,","이화소,"
비타민B12,비민B12
"보관하시고,","보하시고,"
경우,경우
소비자분쟁,소비자
건강한,한
for,for
청원산단5길,원단5
·,·
"(100%),","(100%),"
나트륨,나트
제조번호,제
원료명,원
롱롱,
보,보
080-596-0086,080-596-0086
"포도당,","도,"
형성과,성과
1544-6335,1544-6335
영양,
감소에,소에
병,
품목보고번호,보고
유통하십시오.,유하시오.
함량,
유통기한,유기한
기능식품,기식
황색으로,으로
칼슘,
수유부,수유부
캡슐,
로,로
"토마토,","토마토,"
건강기능식품,기식
후,
·,·
있습니다.,있니다.
뉴트리랩),트리)
변색된,
성분에,성에
과정)을,과정)을
미네랄,미
"스테르)],","스)],"
제조업소,제업소
확인,인
-온도,-도
제품설명서,제서
·,·
바이오밸리3로,이오리3로
1.,1.
근육,
"밀,",","
전문가와,전문가와
비타민K,비민K
에프,에
"호두,",","
유통기한,유기한
영양,
>,>
하십시오.,하시오.
·,·
"메밀,",","
권장소비자가격,장소비자가
제품명,제
및,
/,/
점막을,을
[원료명,[원
큐레이터,이
고시,고시
사항은,사은
+,+
포도씨앗유,도유
있습니다.,있니다.
당류,
(주)네이처텍,(주)이
8,8
VitaminC,VitaminC
:,:
"(0%),","(0%),"
열량,
[비타민,[비민
"0mg(0%),","0mg(0%),"
"숭아과즙분말(국산),","아과(국),"
한,한
발생,생
"S.thermophilus),","S.thermophilus),"
당진시,진시
있고,있고
잣을,을
"아연,","아연,"
1일,1일
피해,해
경기도,경기도
:,:
(주)한국씨엔에스팜,(주)한국에스
:,:
5포),5)
대두유,대유
"땅콩,",","
올앳미,미
비타민D,비민D
전문가와,전문가와
있습니다.,있니다.
/,/
클,
:,:
416호,416
엔,
0%,0%
중성지질,중성지
고양시,고시
[유통기한],[유기한]
서울특,서
바랍니다.,니다.
·,·
"옥수수전분,","수수전,"
도움을,도을
아연,아연
실온에,에
주는,주는
"네시아,","시아,"
(주)노바렉스,(주)스
※,
및,
비타민E,비민E
지아잔틴,지아
"우유,","우유,"
GC녹십자웰빙,GC자
또는,는
함께,
대사에,대사에
위한,위한
"있으시거나,","있으시나,"
알레르기,기
따라,라
과정)을,과정)을
2,2
"병풀추출분말,",","
/,/
:,:
신창면,신면
비타민,비민
남부순환로,남부로
과민반응이,과민이
%,%
235,235
엔쵸비,비
0%,0%
"닭고기,","고기,"
2002017,2002017
아연,아연
발생할,생할
·,·
"(0%),","(0%),"
61,61
한,한
비타민B2,비민B2
OPEN,OPEN
1회분량당,1
섭취방법,방
영양성분기준치,성기
"쇠고기,","고기,"
서대문구,서대문구
유지에,유지에
[건강기능식품,[기식
Good,Good
나트륨,나트
식품유형,식유
기타,기
※,
제조시설에서,제시에서
0g,0g
질병의,의
X,X
어린이가,어이가
"어유,","어유,"
·,·
"RE(30%),","RE(30%),"
소밀도를,소도를
20kcal,20kcal
영양,
사민,사민
의,의
채웠습니다.,니다.
기능정보,기정보
Hurum,Hurum
받지,지
바랍니다.,니다.
"38%),","38%),"
"(2,700mg)","(2,700mg)"
국번없이,국이
까지,지
특성,성
유기농쌀겨추출,유기
지방,지방
소비자분쟁,소비자
연수구,연수구
자세한,자한
"B1,","B1,"
젤라,라
유익균,유
제지방량,제지방
의약품이,의이
곳을,을
1577-2488,1577-2488
"dl-α-토코페롤),","dl-α-토),"
"산),","),"
1g,1g
from,from
캡슐기제,기제
1일,1일
X,X
85),85)
080-652-6527,080-652-6527
0.1%를,0.1%를
·,·
"지방,","지방,"
섭취방법,방
구입,구
비타민C,비민C
%,%
위,위
3.,3.
물과,과
1,1
및,
체내,내
이상이,이상이
및,
개발,개
※,
"변질,",","
프로틴,로
"50mg(50%),","50mg(50%),"
위해,위해
★,★
주의하십시오.,주의하시오.
%영양성분,%성
섭취량,
1%,1%
보상,보상
1577-2488,1577-2488
"돼지고기,","지고기,"
20mg,20mg
영양,
섭취하십시오.,하시오.
N,N
배상책임보험,상보
예방,방
따라,라
"고지혈증치료제,","고지제,"
본,
및,
주의사항],주의사]
및,
"B2,","B2,"
부정,부정
간,
"오징어,","오어,"
전,전
주의사항,주의사
제조하고,제하고
"Laboratories,","Laboratories,"
함량],]
및,
버섯균사체,사
:,:
제조원,제원
"fermentum),","fermentum),"
809240,809240
"등),","),"
주의사항],주의사]
섭취량,
필요,요
8,8
EPA,EPA
※,
30포,30
"추출물,",","
팽창,
"덱스트린,","스트,"
필요,요
연구개발,연구개
나머지,나지
고시,고시
원료를,원를
"4kcal,","4kcal,"
기능식품,기식
영양성분기준치,성기
혹은,은
KIDS,KIDS
"(네덜란드산),","(드),"
알레르기,기
주의하십시오.,주의하시오.
중이신,중이신
질병의,의
[셀레늄],[]
"오미자,","오미자,"
배변활동,동
보관하십시오.,보하시오.
않게,게
포장재에,장재에
1정을,1정을
본,
·,·
X,X
14로,14로
노출을,을
충분한,한
발생,생
건강기능식품,기식
있으며,있으
수,수
제,제
제품은,제은
지방,지방
수,수
비타민B1,비민B1
X,X
따라,라
장건강,장
섭취방법을,방을
홍삼녹용,
일시적,일시적
"자일리톨,","자일리,"
물과,과
확인하시고,인하시고
이상사례,이상사
열량,
전문가와,전문가와
"질,",","
"락티스,","스,"
아닌,아
8,8
비율임,비
"안나토색소,","안나토소,"
"제40호,","제40,"
있으니,있으니
과민,과민
·,·
0g,0g
"변질,",","
물과,과
:,:
뉴오리진,오리진
상담실],상]
:,:
1길,1
등은,은
[포장재질,[장재
뚜껑(PP),(PP)
건조,
유통기한,유기한
:,:
[비타민B12],[비민B12]
5),5)
[밀크씨슬추출물],[]
/,/
·,·
수,수
위한,위한
보상,보상
+제조번호,+제
기능성을,기성을
의약품이,의이
리버케어,리어
한국원자력연구원,한국원자연구원
중성지질,중성지
1회,1
있습니다.,있니다.
개인에,개인에
섭취,
수유부는,수유부는
(135g),(135g)
[MSM]관절,[MSM]
※,
1일,1일
키즈,
서울특별시,서시
조류추출유지{,유지{
손,
대사에,대사에
완충비닐),비)
전문가와,전문가와
보관,보
※,
"고등어,","고어,"
에,에
발생,생
섭취자의,자의
[비타민C],[비민C]
원하는,원하는
【비타민B6】,비민B6
"트림,","트,"
기준치에,기에
내용량,내
섭취방법],방]
제품과,제과
입니다.,니다.
시각,시
흥덕구,구
이,이
1811-2242,1811-2242
확인하실,인하
본,
보관하여,보하
정상,정상
"오징어,","오어,"
비타민D,비민D
혈액응고에,고에
황금,
대두,대
함량],]
까지,지
따라,라
혈중,중
"오렌지향,","오지,"
철의,의
섭취,
판매원,원
먹이입니다,이니다
"자당,","자,"
보관하여,보하
알,
있습니다.,있니다.
을,을
:,:
섭취방법,방
"신,","신,"
1로,1로
:,:
"필요,","요,"
또는,는
도움을,도을
나눔비타민,나비민
Day,Day
섭취에,에
및,
1일,1일
"홍경천추출물,","경천,"
태아,아
SAFE,SAFE
보상받으실,보상으
"1회,","1,"
교환,교
유지],유지]
·,·
민D],민D]
나이아신,나이아신
단백,단
의해,의해
EPA와DHA의,EPA와DHA의
특정,정
아라,아라
시기,시기
을,을
곳과,과
보호,보
"2정(1,500mg)","2정(1,500mg)"
곳을,을
"DL-사과산,","DL-사과,"
10kcal,10kcal
총,
※,
[비타민티],[비민]
"제비집추출분말,","제비,"
"토마토,","토마토,"
[엽산],[]
90포입,90
"비타민B1질산염,","비민B1,"
:,:
·,·
미만,미만
필요,요
CARE,CARE
주의사항],주의사]
진하고,진하고
오송생명로,오생로
카라기난,라기
2캡슐을,2을
중부대로609,중부대로609
물과,과
섭취량,
곳에,에
VIVA,VIVA
주세요.,주요.
방법】,방
[내포장재질],[내장재]
98g,98g
공정거래위원회,공정위원
번호,
증식,식
"밀,",","
고결방지제가,고방지제가
(크릴,(
섭취량,
사용한,사한
장내,장내
"구연산,","구연,"
유통전문판매원,유전문원
"(0%),","(0%),"
·,·
2,2
피하여,하
또는,는
보상,보상
저녁시간에,저시에
0g,0g
"1회,","1,"
충분한,한
"인도산),","인도),"
혼합제제,제제
8,8
1일,1일
소비자기본법에,소비자기에
곳에,에
치료를,를
사용,사
증상이,상이
3.,3.
"테비아,","비아,"
함량,
이상,이상
제조번호,제
-,-
철,
3,3
섭취,
제품과,제과
걸릴,
"륨,",","
60캡슐(9g),60(9g)
내용량,내
실리마린,리마
2023.10.06,2023.10.06
제품은,제은
1일,1일
오일만,오일만
Vitamin,Vitamin
비타민D3,비민D3
5kcal,5kcal
영양,
시,시
곳에,에
및,
바랍니다.,니다.
"수유부,","수유부,"
건강,
섭취,
유해,유해
1포에,1에
L-,L-
생강추,생
단백질,단
[제조원],[제원]
관련,
예방,방
:,:
및,
확인,인
:,:
제품명,제
영양,
수유부는,수유부는
배,
보관,보
"돼지고기,","지고기,"
후,
바랍니다.,니다.
소비자분쟁해결,소비자해
전자,전자
·,·
비오틴,비오
:,:
있습니다.,있니다.
열량,
2.000kcal,2.000kcal
원료,원
제품은,제은
DHA의,DHA의
"자일리톨,","자일리,"
분량,
이용에,이에
"115,","115,"
"프락토올리고당,","토리고,"
건강을,을
비,비
코엔자임Q10,자Q10
단백질,단
216,216
눈,
13-16,13-16
에스,에스
보관해,보해
분쟁,
본,
있으므로,있으로
809425,809425
직사광선,사선
"돼지고기,","지고기,"
·,·
)을,)을
보관하십시오.,보하시오.
"항혈소판제,","소제,"
보상,보상
용이한,이한
및,
[프로바이오틱스],[로이오스]
"엽산,",","
같은,은
않도록,도
"세테이트,","이트,"
법을,을
발생,생
"테르,",","
│,
"랑스산},","스},"
"무수구연산,","수구연,"
"메밀,",","
담실로문의,로문의
3,3
줌,
·,·
1일,1일
DHA,DHA
흘러나올,나
"5kcal,","5kcal,"
섭취방법,방
구입문의,구문의
비율,비
"비타민C,","비민C,"
"쇠고기,","고기,"
섭취하여,하
·,·
식용색소황,식소
있습니다.,있니다.
릴,
체,
:,:
제품은,제은
"묽고기,","고기,"
"호두,",","
제품명,제
카카,
213006,213006
대상,대상
"밀납,",","
정보를,정보를
30캡슐(30g),30(30g)
비율,비
1544-6335,1544-6335
후,
SELFCARE,SELFCARE
수,수
ococcus,ococcus
경기도,경기도
앰플,
●,●
건강엔,
[수입원],[수원]
피하여,하
[나이아신],[나이아신]
"필요,","요,"
개봉,개
잘,
기준치,기
[원료명,[원
시,시
제조번호,제
분은,은
·,·
29,29
"엽산,",","
탄수화물,수화
따라,라
사항은,사은
"고등어,","고어,"
경우에는,경우에는
·,·
제품은,제은
필요,요
당,
복부팽만,부만
보관하십시오.,보하시오.
제품뒷면,제면
(500mg,(500mg
"대두레시틴,","대시,"
직사광선,사선
입을,을
단하고,단하고
곧바로,로
비율임,비
제품은,제은
ALL,ALL
·,·
인,인
까지,지
"새우,","우,"
건강기능식품,기식
한,한
수,수
1포(10g)씩,1(10g)
2%,2%
"소처리스테비아,","소리스비아,"
"필요,","요,"
"성지방산오일,","성지방오일,"
예방,방
전문가와,전문가와
나트륨,나트
025574,025574
개선,개선
1399,1399
고객상담실로,고상로
있습니다.,있니다.
별도표시일,도시일
"물분말,",","
"한천,","한천,"
0%,0%
전문가와,전문가와
기능정보,기정보
도움을,도을
원료,원
"필요,","요,"
호모시스테인,시스인
영양,
시,시
"메밀,",","
1일,1일
보관하십시오.,보하시오.
및,
있으므로,있으로
600mg,600mg
"32,","32,"
숙취해소,해소
"옥수수전분,","수수전,"
함께,
줄,
열량,
참조하십시오.,하시오.
1일,1일
홍합,
부성분까지,부성지
씹어서,어서
드립니다.,드니다.
하십시오.,하시오.
포화지방,화지방
수,수
"백설탕,",","
[판토텐산],[토]
하십시오.,하시오.
유해,유해
고시,고시
"0g(0%),","0g(0%),"
[원료명,[원
제품,제
그린스토어,그스토어
성분을,성을
8,8
섭취,
본,
+,+
:,:
어린이는,어이는
본,
교환,교
주의하십시오.,주의하시오.
섭취,
경기도,경기도
섭취하십시오.,하시오.
항산화에,화에
및,
"고등어,","고어,"
섭취,
섭취량,
치료를,를
피해,해
"어린이,","어이,"
"g(0%),","g(0%),"
"비타민B2,","비민B2,"
6956420,6956420
질환이,이
전,전
충청북도,도
추출한,한
을,을
제품입니다.,제니다.
머금은,은
/,/
"복숭아,","아,"
■,■
809306,809306
서늘한,서한
않는,는
이너플로라,이로라
·,·
제조되었습니다.,제었니다.
레몬과즙농축액,과
카카오색소,오소
:,:
후,
당,
당,
페리딘,리
루테리,리
비오플렉스,비오스
:,:
11종,11
보상,보상
혈액생성에,생성에
섭취량,
"0kcal,","0kcal,"
흡습되지,지
당,
:,:
또는,는
국산),국)
(-)-Hyd,(-)-Hyd
건강을,을
있는,있는
경기도,경기도
·,·
시,시
판매되지,지
경기도,경기도
"(200%),","(200%),"
"메밀,",","
필요,요
혹은,은
본,
섭취를,를
데우십시오.,우시오.
10mg,10mg
"메밀,",","
공기의,공기의
(주)네츄럴라이프,(주)라이
제품은,제은
상담하십시오.,상하시오.
B6,B6
비타민,비민
증식,식
시,시
수,수
영양성분기준치,성기
개인의,개인의
()안의,()안의
건강,
"기구,","기구,"
전문의와,전문의와
사용한,사한
셀레늄,
식품의약품안전처,식의안전
단백질,단
및,
사용하여,사하
"과산,","과,"
제조번호,제
및,
:,:
[칼슘],[]
본,
올,
전주시,전주시
※,
※,
호모시스테인,시스인
등)에,)에
나이,나이
마장면,마장면
|,|
사용한,사한
/,/
않는,는
유용한,유한
유통기한이,유기한이
"오카전분,","오전,"
/,/
전문가와,전문가와
g,g
군,
※,
및,
멀티미네랄,미
함유,유
비율,비
ALL,ALL
(읽는법,(는
인체에,인에
경우,경우
중심,중
유지하는데,유지하는
제조가공한,제가공한
건강기능식품,기식
()안의,()안의
의거,의
흡,
추정사례,정사
엽산,
제품,제
기능식품,기식
수,수
청주시,주시
가진,가진
신고,신고
0g,0g
체력관리가,리가
가능성이,가성이
당,
천식이,천식이
오송읍,오
가진,가진
·,·
제주도,제주도
유해산소로부터,유해소로부
[보관방법],[보방]
본,
8.5mg(100%),8.5mg(100%)
제조번호,제
"특이체질,","이,"
음용하지,하지
초유,유
"타민A팔미테이트,","민A미이트,"
갱년기,년기
눈이,이
시,시
전에,전에
법,
IN,IN
"비오틴,","비오,"
1일,1일
:,:
개인의,개인의
:,:
유통기한,유기한
홍삼근,
확인,인
0.5g,0.5g
이상이,이상이
X,X
809425,809425
[내포장재질],[내장재]
이상사례,이상사
함유,유
:,:
식품의약품안전처,식의안전
TM,TM
내용량,내
06,06
6가지,6가지
습기제거제,기제제
골다공증,다공
·,·
사용하는,사하는
린),)
※,
상담하,상하
락토바실러스,토스
차이가,차이가
DL-,DL-
및,
"효모추출물,",","
"대두,","대,"
※,
·,·
[요오드],[요오드]
비타민B6,비민B6
상담하십시오.,상하시오.
품질,
복용하시는,하시는
도,도
유지,유지
알루미늄호일,미일
프리바이오틱스,리이오스
TrueLAC,TrueLAC
3g,3g
시,시
"아연,","아연,"
·,·
코어,어
비율임,비
줄,
홍합,
오메가,오가
·,·
"L-아르지닌,","L-아지,"
등과,과
대사와,대사와
"새우,","우,"
50mg,50mg
*,*
상담하십시오.,상하시오.
없으니,으니
분은,은
힘찬,
제조시설에서,제시에서
1일,1일
힘,
경과된,경과
이력추적,이적
바랍니다.,니다.
비타민A,비민A
사항],사]
1%,1%
