original_text,decoded_text
및,및
번호,번호
[비타민B6],[비타민B6]
알레르기를,알레르기를
경,경
줄,줄
개선,개선
6매(총,6매(총
호일(AI-Foil),호일(AI-Foil)
영양성분,영양성분
%영양성분,%영양성분
바랍니다.,바랍니다.
0%,0%
:,:
시,시
있습니다.,있습니다.
손상된,손상된
식품이력추적관리번호,식품이력추적관리번호
개인의,개인의
Traceability,Traceability
따라,따라
보관,보관
및,및
반드시,반드시
및,및
수,수
원료인정,원료인정
흡수되고,흡수되고
X,X
"1회,","1회,"
머금은,머금은
"비타민A,","비타민A,"
고객상담실로,고객상담실로
같은,같은
day),day)
2%,2%
정상,정상
정상적인,정상적인
섭취,섭취
않도록,않도록
·,·
잔류용매,잔류용매
[매스틱검],[매스틱검]
편하게,편하게
"코엔자임Q10,","코엔자임Q10,"
대상,대상
국번없이,국번없이
및,및
2%,2%
"추출분말,","추출분말,"
및,및
BOTO,BOTO
단백질,단백질
·,·
마그네슘,마그네슘
"구연산,","구연산,"
·,·
함량,함량
α-TE,α-TE
"게,","게,"
[망간],[망간]
1,1
건강기능식품,건강기능식품
포장,포장
"탄산칼슘,","탄산칼슘,"
대한,대한
"""자세한","""자세한"
0g,0g
1577-2488,1577-2488
철저하게,철저하게
나트륨,나트륨
짓을,짓을
BY,BY
[비타민D],[비타민D]
섭취량,섭취량
혈액생성에,혈액생성에
71,71
세립,세립
마장면,마장면
"오징어,","오징어,"
제조번호,제조번호
한미,한미
기준치,기준치
시,시
드십시오.,드십시오.
"3회,","3회,"
*원래,*원래
재질,재질
를,를
나트륨,나트륨
대한,대한
전문가와,전문가와
8,8
원남면,원남면
대한,대한
9g,9g
후,후
ALIVE,ALIVE
40g(2g,40g(2g
제품,제품
보관해,보관해
"호두,","호두,"
허브,허브
"MCT유,","MCT유,"
유해산소로부터,유해산소로부터
오창읍,오창읍
실온에서,실온에서
1일,1일
"젤라틴(우피),","젤라틴(우피),"
민B6,민B6
수,수
가능성이,가능성이
오송생명로,오송생명로
:,:
열량,열량
알류(가금류에,알류(가금류에
"레시틴,","레시틴,"
0%,0%
수유부는,수유부는
1일,1일
위한,위한
수,수
"가스참,","가스참,"
6층,6층
5mg,5mg
직사광선을,직사광선을
반드시,반드시
루테인,루테인
고시,고시
"확인하시고,","확인하시고,"
오손된,오손된
"것,","것,"
*,*
1회,1회
"돼지고기,","돼지고기,"
8,8
:,:
상담하십시오.,상담하십시오.
TH,TH
대두,대두
60,60
"아황산류,","아황산류,"
:,:
제조,제조
을,을
데우,데우
시,시
"(1,000%),","(1,000%),"
본,본
이상사례,이상사례
1일,1일
(주)동의한방체인,(주)동의한방체인
·,·
개선에,개선에
식품의약품안전처,식품의약품안전처
본,본
1.1g,1.1g
[섭취량,[섭취량
젤라,젤라
·,·
"전복,","전복,"
DHA의,DHA의
섭취여부를,섭취여부를
참조),참조)
아닙니,아닙니
번호,번호
어린이의,어린이의
"혼합탈지분유,","혼합탈지분유,"
흡수에,흡수에
·,·
"0mg(0%),","0mg(0%),"
1일,1일
의거,의거
취를,취를
원료나,원료나
비오틴,비오틴
"L-히스티딘,","L-히스티딘,"
문가와,문가와
있으므로,있으므로
섭취량,섭취량
:,:
감소에,감소에
감소에,감소에
24kcal,24kcal
맛있는,맛있는
십시오.,십시오.
수입원,수입원
1회,1회
"체질,","체질,"
"mg(101%),","mg(101%),"
고온다습(30℃,고온다습(30℃
높은,높은
르기,르기
미녀들의시크릿,미녀들의시크릿
:,:
도움을,도움을
Zeaxanthin,Zeaxanthin
영양성분,영양성분
"0호,","0호,"
또는,또는
SERY,SERY
요,요
제품은,제품은
경우,경우
이상적,이상적
건강에,건강에
단백질,단백질
등은,등은
수,수
속,속
질,질
충청북도,충청북도
"자일리톨,","자일리톨,"
중단하고,중단하고
"녹차추출물,","녹차추출물,"
질병의,질병의
까지),까지)
"호두,","호두,"
항산화,항산화
"수유부,","수유부,"
"자당,","자당,"
:,:
최씨고집,최씨고집
·,·
억제에,억제에
포장재질,포장재질
0%,0%
캡슐기제,캡슐기제
"게,","게,"
"돼지고기,","돼지고기,"
1일,1일
·,·
"1회,","1회,"
시,시
18mgα,18mgα
809288,809288
건강에,건강에
"1회,","1회,"
개봉,개봉
-,-
열에,열에
19950445017670,19950445017670
약물투약을,약물투약을
선명하게,선명하게
:,:
전,전
※,※
시,시
마십시오.,마십시오.
4kcal,4kcal
096696,096696
방법을,방법을
필요,필요
성분에,성분에
시,시
및,및
충분한,충분한
카라멜색소,카라멜색소
기능정보],기능정보]
함유,함유
식품의약품안전처,식품의약품안전처
서울특별시,서울특별시
프리바이오틱스,프리바이오틱스
1일,1일
섭취시,섭취시
RE,RE
"""www.tfood.go.kr""","""www.tfood.go.kr"""
스타터,스타터
판토텐산칼슘,판토텐산칼슘
폴리에틸렌,폴리에틸렌
시,시
이가,이가
[판매원],[판매원]
"시클로덱스트린,","시클로덱스트린,"
90일,90일
"L-아르지닌,","L-아르지닌,"
-본,-본
22-15,22-15
·,·
정상으로,정상으로
"sp.),","sp.),"
"(0%),","(0%),"
식품의약품안전처,식품의약품안전처
니코틴,니코틴
함께,함께
"오징어,","오징어,"
섭취하십시오.,섭취하십시오.
관하십시오.,관하십시오.
250%,250%
치닐추출색소,치닐추출색소
시,시
가진,가진
1일,1일
가장자리에,가장자리에
:,:
"우유,","우유,"
지방,지방
"새우,","새우,"
습도가,습도가
상담하시기,상담하시기
시,시
:,:
본,본
:,:
소스로,소스로
임산부.,임산부.
보호자의,보호자의
※,※
제조시설에서,제조시설에서
제품설명서,제품설명서
GMP,GMP
8(충정로,8(충정로
"B2,","B2,"
기능식품,기능식품
섭취량,섭취량
손에,손에
확인하고,확인하고
받을,받을
있으므로,있으므로
"인삼,","인삼,"
1g),1g)
·,·
정보,정보
제조,제조
806102,806102
"대두,","대두,"
수,수
곳에,곳에
"독일산),","독일산),"
딸기맛,딸기맛
섭취방법],섭취방법]
열량,열량
제품은,제품은
:,:
함량,함량
서울특별시,서울특별시
0g,0g
【제조원】,【제조원】
탄수화물,탄수화물
"산화아연,","산화아연,"
아닙니다.,아닙니다.
루테인,루테인
2.,2.
중인,중인
신항염원,신항염원
신고는,신고는
후에는,후에는
우수한,우수한
·,·
4%,4%
잣을,잣을
개봉,개봉
/,/
원료나,원료나
"D-소비톨액,","D-소비톨액,"
"돼지고기,","돼지고기,"
섭취량,섭취량
정로,정로
11종,11종
수,수
:,:
물과,물과
구입처,구입처
1일,1일
충청북도,충청북도
체질이신,체질이신
상담,상담
대사에,대사에
에서,에서
"초크추출분말,","초크추출분말,"
직접,직접
예,예
서늘한,서늘한
"대두,","대두,"
추출물(총,추출물(총
함량],함량]
/,/
어려움,어려움
닌,닌
및,및
60mg,60mg
않,않
있음,있음
트루락,트루락
마십시오.,마십시오.
NB65401,NB65401
제품,제품
"dl-α-토코페롤),","dl-α-토코페롤),"
제품과,제품과
포장지,포장지
"귀리분말,","귀리분말,"
/,/
기타사항,기타사항
"포함),","포함),"
수,수
"염산염,","염산염,"
있는,있는
제조번호,제조번호
·,·
받을,받을
※,※
구입처에서,구입처에서
제품,제품
"닭고기,","닭고기,"
있는,있는
대한,대한
"대두레시틴,","대두레시틴,"
후에는,후에는
제품과,제품과
※,※
성분을,성분을
개선,개선
곳에,곳에
많아지거나,많아지거나
·,·
30캡슐),30캡슐)
2%,2%
표시일까지,표시일까지
"새우,","새우,"
"Rg1,","Rg1,"
3가지,3가지
"비타민D,","비타민D,"
수,수
이,이
기능식품,기능식품
"수,","수,"
국번,국번
※,※
대한,대한
2100852,2100852
수준을,수준을
정거래위원회,정거래위원회
달에,달에
"이산화규소,","이산화규소,"
곳에서,곳에서
과량,과량
+,+
1일,1일
같은,같은
"longum,","longum,"
"의약품(항응고제,","의약품(항응고제,"
제품은,제품은
"의거,","의거,"
함유,함유
제품은,제품은
미국,미국
직사광선을,직사광선을
롯데쇼핑(주),롯데쇼핑(주)
"황금혼합추출물,","황금혼합추출물,"
제품에,제품에
도움을,도움을
D3,D3
및,및
의약품이,의약품이
/,/
분말(100%),분말(100%)
필요,필요
총,총
상태에,상태에
알로에겔분말,알로에겔분말
효과,효과
및,및
2023.03.10,2023.03.10
1포(10g)를,1포(10g)를
정상으로,정상으로
·,·
수,수
기능유지에,기능유지에
유통기한,유통기한
및,및
:,:
식품,식품
"카제인나트륨,","카제인나트륨,"
[섭취,[섭취
주의,주의
건강기능식품,건강기능식품
본,본
수,수
오송읍,오송읍
섭취,섭취
수,수
의사와,의사와
필요,필요
6,6
하시면,하시면
후에는,후에는
8,8
열량,열량
1~2포를,1~2포를
"있음,","있음,"
직사광선을,직사광선을
"호두,","호두,"
항응고제,항응고제
·,·
단백질,단백질
·,·
벚꽃길,벚꽃길
"옥수수전분,","옥수수전분,"
섭취를,섭취를
유한,유한
동원천지인,동원천지인
"로즈마리추출물,","로즈마리추출물,"
최대한,최대한
프로바이오틱스,프로바이오틱스
5mg,5mg
"242,","242,"
함량],함량]
나타낼,나타낼
줄,줄
"필요,","필요,"
빨리,빨리
열처리,열처리
유통,유통
섭취시,섭취시
섭취하십시오.,섭취하십시오.
·,·
※,※
USA,USA
OPEN,OPEN
나이아신,나이아신
:,:
제품은,제품은
지도하,지도하
도움을,도움을
유지하여,유지하여
탄수화물,탄수화물
60포(60g),60포(60g)
섭취량,섭취량
수,수
>,>
인하시고,인하시고
위험감소에,위험감소에
의사와,의사와
유당분말,유당분말
필요,필요
·,·
발생,발생
골다공증,골다공증
2023.05.06,2023.05.06
"트향),","트향),"
제품은,제품은
닿지,닿지
전,전
400㎍,400㎍
:,:
안심하고,안심하고
에너지,에너지
"(1,000%),","(1,000%),"
0%,0%
보상받,보상받
"프랑스산),","프랑스산),"
3.5g,3.5g
포승공단로,포승공단로
구매처,구매처
유해산소로부터,유해산소로부터
기준에,기준에
여,여
보상을,보상을
충청북,충청북
+,+
판매원,판매원
※,※
본,본
X,X
발생할,발생할
[원료명,[원료명
/,/
및,및
제품과,제품과
있습니다.,있습니다.
"땅콩,","땅콩,"
"조,","조,"
필요,필요
적인,적인
24mg,24mg
판매원,판매원
기술력을,기술력을
생선,생선
유지에,유지에
확인,확인
문의,문의
흰강낭,흰강낭
유기농15종과,유기농15종과
분은,분은
영양성분,영양성분
6mg,6mg
개인에,개인에
"breve,","breve,"
추출한,추출한
(특허,(특허
63로,63로
치료를,치료를
수,수
2000729,2000729
영양성분기준치,영양성분기준치
색으로,색으로
2정을,2정을
도움을,도움을
"우유,","우유,"
구입처,구입처
(1티스푼,(1티스푼
정상적인,정상적인
있습니다.,있습니다.
알로에,알로에
어린,어린
제조,제조
체지방,체지방
SELFCARE,SELFCARE
품과,품과
1일,1일
[소비자,[소비자
건강기능식품,건강기능식품
닿지,닿지
서늘한,서늘한
전복포함)를,전복포함)를
포분열에,포분열에
"스리톨,","스리톨,"
8,8
"(하와이산),","(하와이산),"
알레르기가,알레르기가
비타민D,비타민D
원료명,원료명
원료명,원료명
"오카전분,","오카전분,"
-,-
건강,건강
젖산칼슘,젖산칼슘
※,※
50%,50%
1g,1g
"성지방,","성지방,"
IgG,IgG
칼슘,칼슘
비타민D,비타민D
서울특별시,서울특별시
"필요,","필요,"
건강,건강
및,및
DOSE,DOSE
미니캡슐,미니캡슐
"ntum,","ntum,"
60캡슐(9g),60캡슐(9g)
·,·
"이산화규소,","이산화규소,"
섭취,섭취
본,본
1일,1일
콜라겐펩타이드,콜라겐펩타이드
및,및
스타터,스타터
수,수
등에,등에
제조번호,제조번호
"빌베리추출물,","빌베리추출물,"
1일,1일
"바라며,","바라며,"
품질검사를,품질검사를
영양성분,영양성분
섭취방법],섭취방법]
"전분,","전분,"
교환,교환
0g,0g
있는,있는
[섭취,[섭취
2488,2488
"(박하향),","(박하향),"
"우유,","우유,"
"오징어,","오징어,"
경우에는,경우에는
줄,줄
1일,1일
보관하십시오.,보관하십시오.
충분한,충분한
신고는,신고는
섭취량,섭취량
·,·
Inc.,Inc.
시,시
주의하십시,주의하십시
"비타민E,","비타민E,"
마십시오.,마십시오.
13-16,13-16
"료21종),","료21종),"
플러스케어,플러스케어
"글리세린,","글리세린,"
(바코드,(바코드
직사광선을,직사광선을
카라멜색소.,카라멜색소.
수,수
※,※
상처를,상처를
:,:
기,기
/,/
"우유,","우유,"
섭취량,섭취량
섭취량,섭취량
:,:
이상,이상
비타민B2,비타민B2
방법으로,방법으로
[내포장재질],[내포장재질]
물과,물과
:,:
1일,1일
시,시
설명서를,설명서를
후에는,후에는
유지하는데,유지하는데
"2정(1,000mg)","2정(1,000mg)"
영양·기능정보,영양·기능정보
및,및
함량],함량]
"day,","day,"
"d-α-토코페롤,","d-α-토코페롤,"
우천면,우천면
석,석
수,수
25mg,25mg
시,시
OMNI,OMNI
※,※
:,:
1정을,1정을
"체질,","체질,"
본,본
습기가,습기가
:,:
특이,특이
약,약
30kcal,30kcal
질병의,질병의
식품의약품안전처,식품의약품안전처
지방,지방
입력,입력
[비타민B2],[비타민B2]
주의사항,주의사항
·,·
·,·
[비타,[비타
[유통기한],[유통기한]
감소에,감소에
:,:
의약품이,의약품이
본,본
산,산
(비타민D),(비타민D)
:,:
건강,건강
"고등어,","고등어,"
입력하시면,입력하시면
호두,호두
-,-
의약품이,의약품이
섭취자의,섭취자의
보관하십시오.,보관하십시오.
제조,제조
하고,하고
·,·
요,요
임산부,임산부
"닭고기,","닭고기,"
수준을,수준을
신,신
제품은,제품은
기준에,기준에
유통기한,유통기한
질,질
+,+
기능정보],기능정보]
옮겨,옮겨
필,필
12%,12%
0.5g,0.5g
치료를,치료를
MADE,MADE
"제수,","제수,"
뜻하게,뜻하게
"구연산,","구연산,"
보관하십시오.,보관하십시오.
비:너지,비:너지
1일,1일
"244mg(35%),","244mg(35%),"
상이,상이
/,/
오송생명로,오송생명로
긴장완화에,긴장완화에
곳에,곳에
섭취방법,섭취방법
제조번호,제조번호
3.2mgNE,3.2mgNE
주의사항,주의사항
1일,1일
적고,적고
있습니다.,있습니다.
보관,보관
809124,809124
유통전문판매원,유통전문판매원
/,/
보이차추출분말,보이차추출분말
8자리,8자리
함께,함께
Probiotics,Probiotics
4,4
/,/
있습니다.,있습니다.
친환경,친환경
있음,있음
루테인은,루테인은
개인에,개인에
위한,위한
보호하는데,보호하는데
건강기능식품,건강기능식품
등,등
(주),(주)
원료가,원료가
인이,인이
및,및
이상,이상
보관방법,보관방법
미니어처,미니어처
2021236A,2021236A
본,본
비타민C,비타민C
제품은,제품은
"미국산,","미국산,"
기능정보,기능정보
섭취를,섭취를
부작용,부작용
C,C
본,본
제조,제조
"글리세린,","글리세린,"
바랍니다.,바랍니다.
"80%),","80%),"
단백질,단백질
100000원,100000원
교환처,교환처
바이오밸리3로,바이오밸리3로
LAB,LAB
혈,혈
※,※
곳에,곳에
(주)휴럼,(주)휴럼
Omega,Omega
정상으로,정상으로
:,:
골다공증발생,골다공증발생
있으므로,있으므로
보관,보관
교환처,교환처
CODE,CODE
증상,증상
"새우,","새우,"
캐나다,캐나다
3종,3종
신고는,신고는
"faecium,","faecium,"
있음,있음
원료를,원료를
-,-
500mg,500mg
유지관리가,유지관리가
·,·
건강,건강
확인한,확인한
바랍니다.,바랍니다.
자당지방산,자당지방산
상경로,상경로
2),2)
·,·
상처를,상처를
14,14
비타민뱅크(주),비타민뱅크(주)
"0g(0%),","0g(0%),"
7838221,7838221
상의하십시오.,상의하십시오.
"버터유분말],","버터유분말],"
해결,해결
홈을,홈을
온,온
나트륨,나트륨
섭취,섭취
"비타민C,","비타민C,"
스피루리나,스피루리나
대한,대한
하시는,하시는
"알루미늄호일(AL),","알루미늄호일(AL),"
적고,적고
"구연산칼륨,","구연산칼륨,"
저분자,저분자
같은,같은
체질이신,체질이신
"6mg(500%),","6mg(500%),"
:,:
제품과,제품과
피해,피해
섭취량,섭취량
보상해,보상해
알레르기가,알레르기가
1g,1g
아세로라,아세로라
하루를,하루를
유통기한,유통기한
문의하시기,문의하시기
"게,","게,"
에틸바닐린,에틸바닐린
"고등어,","고등어,"
※,※
·,·
202.4mg,202.4mg
"새우,","새우,"
"구연산,","구연산,"
"B1,","B1,"
서울특별시,서울특별시
피하여,피하여
물과,물과
"합성향료(석류향),","합성향료(석류향),"
소비자,소비자
주의사항],주의사항]
있는,있는
1회,1회
정상적인,정상적인
아연이,아연이
체내,체내
및,및
후에,후에
"(57%),","(57%),"
세리컷,세리컷
[홍삼],[홍삼]
1일,1일
불가합니다,불가합니다
:,:
섭취,섭취
:,:
"오징어,","오징어,"
S,S
비타민B12,비타민B12
기능성,기능성
"복숭아,","복숭아,"
by,by
:,:
[일일섭취량,[일일섭취량
골다공증,골다공증
비타,비타
·,·
10kcal,10kcal
제조번호,제조번호
530210,530210
1.2mg,1.2mg
"함소아한의원,","함소아한의원,"
acid,acid
보관하십시오.,보관하십시오.
보관,보관
배합함량,배합함량
시,시
"메밀,","메밀,"
입력하시면,입력하시면
함량,함량
[품명],[품명]
구입처,구입처
정상적인,정상적인
섭취방법],섭취방법]
아연,아연
080-860-1539,080-860-1539
함량,함량
이상,이상
5),5)
섭취,섭취
이력추적,이력추적
주의사항],주의사항]
눈을,눈을
곳에,곳에
및,및
줄,줄
(미국산),(미국산)
"물분말,","물분말,"
"기구,","기구,"
:,:
이,이
:,:
있습니다.,있습니다.
"5,","5,"
곳에,곳에
보관하십시오.,보관하십시오.
1회분량당,1회분량당
502902,502902
"1회,","1회,"
·,·
802863,802863
:,:
피해,피해
시,시
교환,교환
"프락토올리고당,","프락토올리고당,"
탄수화물이,탄수화물이
혈액항,혈액항
비율,비율
않도록,않도록
마그네슘,마그네슘
-,-
·,·
[비타민D],[비타민D]
및,및
:,:
알티지,알티지
남부순환로,남부순환로
·,·
비오틴,비오틴
유지하,유지하
90정,90정
또는,또는
:,:
"35mg/g,","35mg/g,"
R,R
어린이는,어린이는
경기도,경기도
하,하
분은,분은
특이반응이,특이반응이
[비타민D],[비타민D]
※,※
PP,PP
을,을
십시오.,십시오.
｜,｜
구입처,구입처
경,경
"메밀,","메밀,"
※,※
오송읍,오송읍
"정제수,","정제수,"
"필요,","필요,"
복용,복용
주의하십시오.,주의하십시오.
4.0X1011,4.0X1011
섭취하,섭취하
특정,특정
개인에,개인에
"95%),","95%),"
"필요,","필요,"
처,처
트루락,트루락
섭취량,섭취량
30%,30%
금천구,금천구
코엔자임Q10,코엔자임Q10
비타민A아세,비타민A아세
우엉농축분말,우엉농축분말
결정하십시,결정하십시
성분을,성분을
·,·
분,분
열량,열량
"호두,","호두,"
48g,48g
"3층(방배동,","3층(방배동,"
"salivarius,","salivarius,"
·,·
시,시
대두함유,대두함유
0%,0%
"로커스트콩검,","로커스트콩검,"
"박하유,","박하유,"
바랍니다.,바랍니다.
기한,기한
1일,1일
닿지,닿지
유기농11,유기농11
열량,열량
필요합니다.,필요합니다.
보충용,보충용
영양성분기준치,영양성분기준치
(호,(호
세포를,세포를
품의,품의
30mg,30mg
GMP,GMP
및,및
시,시
/,/
"복숭아,","복숭아,"
1일,1일
주의사항,주의사항
1g,1g
폴리에틸렌,폴리에틸렌
아미노산,아미노산
춘천시,춘천시
"0g(0%),","0g(0%),"
위한,위한
개선,개선
+,+
관리기준으로,관리기준으로
Traceability,Traceability
"피하고,","피하고,"
단백질,단백질
·,·
예방,예방
제조번호,제조번호
"새우,","새우,"
전에,전에
보관하십시오.,보관하십시오.
본,본
있거나,있거나
로열그린,로열그린
원활,원활
고온다습한,고온다습한
·,·
케어,케어
809659,809659
함량,함량
이소,이소
개선,개선
니코,니코
체질인,체질인
오송생명로,오송생명로
확인,확인
변할,변할
섭취,섭취
)안의,)안의
유지에,유지에
오송읍,오송읍
■,■
[유통기한],[유통기한]
"유지,","유지,"
에코길,에코길
:,:
사례,사례
:,:
있음,있음
수유부는,수유부는
0g,0g
│,│
참조바랍니다.,참조바랍니다.
%,%
밀봉하여,밀봉하여
결과),결과)
"맛있게,","맛있게,"
"(43%),","(43%),"
직사광선을,직사광선을
주의사항,주의사항
17㎍,17㎍
문의하십시오.,문의하십시오.
:,:
수,수
1일,1일
및,및
8.5mg,8.5mg
생산하고,생산하고
문의,문의
을,을
치료,치료
roxycitricacid,roxycitricacid
(주)서흥,(주)서흥
경우에는,경우에는
바이오밸리3로,바이오밸리3로
수,수
고객상담실,고객상담실
360PURE,360PURE
주의하시기,주의하시기
섭취량,섭취량
·,·
"5g(2%),","5g(2%),"
2포를,2포를
건강기능식품의,건강기능식품의
곳에,곳에
문의하시길,문의하시길
질병의,질병의
엽산,엽산
+,+
·,·
목에,목에
섭취를,섭취를
DAESANG,DAESANG
이상사례,이상사례
고객행복센터,고객행복센터
등,등
(27g),(27g)
주의하십시오.,주의하십시오.
MULTI,MULTI
[보,[보
acid,acid
당,당
탄수화물,탄수화물
[권장선취량,[권장선취량
의거,의거
의약품이,의약품이
2g,2g
함량,함량
펙,펙
개별인정형,개별인정형
비타민,비타민
1포,1포
제품은,제품은
알레르기,알레르기
60정,60정
원료,원료
본,본
본,본
100%,100%
수,수
질병의,질병의
닿지,닿지
및,및
기준에,기준에
:,:
있습니다.,있습니다.
속,속
이력추적,이력추적
0.5g,0.5g
따라,따라
정보를,정보를
□,□
원남면,원남면
"0g(0%),","0g(0%),"
을,을
유통기한,유통기한
원재료명,원재료명
"고등어,","고등어,"
Kids,Kids
같은,같은
유용한,유용한
섭취,섭취
각리,각리
"게,","게,"
B,B
개인에,개인에
유통기한,유통기한
비율,비율
탄수화물,탄수화물
·,·
이상사례,이상사례
임산부의,임산부의
"오카전분,","오카전분,"
드십시오.,드십시오.
서늘한,서늘한
"호두,","호두,"
눈을,눈을
및,및
기준치,기준치
"우유,","우유,"
나트륨,나트륨
기능정보,기능정보
"페롤),","페롤),"
원재,원재
열처리,열처리
Vitaminbank,Vitaminbank
1g,1g
X,X
지방,지방
2101138,2101138
있습니다.,있습니다.
7.7mgα-TE,7.7mgα-TE
판토,판토
단백질,단백질
Exclusively,Exclusively
B,B
제품은,제품은
[비:너지,[비:너지
당,당
감소에,감소에
청주시,청주시
주의하십시오.,주의하십시오.
전문가와,전문가와
보관하십시오.,보관하십시오.
수치는,수치는
·,·
/,/
골다,골다
돼지고기를,돼지고기를
원재료명,원재료명
16.5㎍,16.5㎍
섭취하지,섭취하지
확,확
개선에,개선에
L-트립,L-트립
8,8
1캡슐,1캡슐
:,:
"5.1%,","5.1%,"
식품의약품안전처,식품의약품안전처
의해,의해
탄수화물과,탄수화물과
유지하는데,유지하는데
1일,1일
필요,필요
까지,까지
건조한,건조한
"전복,","전복,"
의거,의거
4)냉장보관,4)냉장보관
서를,서를
1.2mg,1.2mg
function,function
분량(135,분량(135
제조하고,제조하고
소비자분쟁해결기준에,소비자분쟁해결기준에
"밀,","밀,"
"하시고,","하시고,"
번길,번길
않는,않는
빠질,빠질
비타민B1,비타민B1
Check1,Check1
당류,당류
한,한
·,·
마장면,마장면
1일,1일
및,및
수,수
제천시,제천시
미인,미인
수분,수분
(2g)씩,(2g)씩
"1회,","1회,"
유지,유지
건강,건강
기준치에,기준치에
사릉로달음,사릉로달음
/,/
또는,또는
·,·
1일,1일
면역기능에,면역기능에
치료를,치료를
1일,1일
:,:
있음,있음
"정제소금),","정제소금),"
1캡슐을,1캡슐을
"0mg(0%),","0mg(0%),"
섭취하십시오.,섭취하십시오.
손에,손에
이다희's,이다희's
간혹,간혹
경우에는,경우에는
활성에,활성에
"제품,","제품,"
1일,1일
유기농13종채소,유기농13종채소
비타민B1,비타민B1
[반품,[반품
엄격한,엄격한
직사광선을,직사광선을
/,/
본,본
150mg,150mg
본,본
"타민B12,","타민B12,"
르기,르기
하십시오.,하십시오.
있거나,있거나
있으므로,있으므로
40대~50대,40대~50대
굳음현상이,굳음현상이
시,시
합,합
구입,구입
+,+
유지],유지]
유해산소로,유해산소로
비욘드비타,비욘드비타
비타민D,비타민D
"비타민E,","비타민E,"
d-토코페롤(혼,d-토코페롤(혼
및,및
수화물,수화물
V,V
홍합,홍합
1일,1일
섭취,섭취
N,N
제조번호,제조번호
지방을,지방을
기능식품,기능식품
"돼지고기,","돼지고기,"
※,※
유지에,유지에
초임계,초임계
제품,제품
보관하십시오.,보관하십시오.
"이산화규소,","이산화규소,"
오렌지오일,오렌지오일
제조원,제조원
혼합,혼합
대한,대한
0.40,0.40
시각,시각
또는,또는
흡수되고,흡수되고
고온다습한,고온다습한
형,형
제품은,제품은
1회,1회
"필요,","필요,"
양재대로,양재대로
Lactobacillus,Lactobacillus
오메가-3,오메가-3
30포(52.56g),30포(52.56g)
까지,까지
L-이소로이신),L-이소로이신)
서늘한,서늘한
치료,치료
0.5g,0.5g
90%,90%
성장과,성장과
미만,미만
"대두,","대두,"
고양시,고양시
수치는,수치는
수,수
있거나,있거나
수수,수수
단백질,단백질
비타민,비타민
있음,있음
단백질,단백질
GIFT,GIFT
"고등어,","고등어,"
제품과,제품과
시,시
5mg,5mg
[품목보고번호],[품목보고번호]
수,수
/,/
보관하,보관하
"복숭아,","복숭아,"
주의하십시오.,주의하십시오.
D-소비톨액,D-소비톨액
섭취량,섭취량
및,및
"롤,","롤,"
D,D
[내포장재질],[내포장재질]
Rg3의,Rg3의
판매원,판매원
및,및
"우유,","우유,"
※,※
[영양,[영양
16.5㎍,16.5㎍
75.6g,75.6g
1일,1일
질병의,질병의
해결기준에,해결기준에
식품의약품안전처,식품의약품안전처
기준치에,기준치에
10㎍(100%),10㎍(100%)
1일,1일
"복숭아,","복숭아,"
공정거래위원회,공정거래위원회
따라,따라
반품,반품
전문가와,전문가와
Bifidobacterium,Bifidobacterium
보관,보관
판매처,판매처
하루,하루
고시,고시
통하여,통하여
늄호일(AI-Foil),늄호일(AI-Foil)
"3.4kcal,","3.4kcal,"
개인에,개인에
·,·
0%,0%
부정,부정
0%,0%
다.,다.
"B2,","B2,"
2길,2길
주의사항,주의사항
"토마토,","토마토,"
10%,10%
밀크씨슬추출물의,밀크씨슬추출물의
"7.0mg/g,","7.0mg/g,"
알레르기나,알레르기나
주식회사,주식회사
·,·
별도,별도
후,후
때는,때는
"변성전분,","변성전분,"
치료나,치료나
및,및
의해,의해
뼈,뼈
[내포장,[내포장
제품은,제품은
비타민A,비타민A
1회,1회
"오일)},","오일)},"
손이,손이
분사구가,분사구가
"삽주,","삽주,"
1800-4414,1800-4414
증상이,증상이
필요,필요
"교환,","교환,"
치료를,치료를
도움을,도움을
:,:
130mg,130mg
0%,0%
생성에,생성에
뚜껑(PP),뚜껑(PP)
본,본
유산균,유산균
"1.4mg(100%),","1.4mg(100%),"
유지하는,유지하는
독일,독일
가르시니아캄,가르시니아캄
함량,함량
원활에,원활에
불가합니다.,불가합니다.
·,·
질환이,질환이
서울시,서울시
수,수
번호,번호
신고는,신고는
·,·
비타민B6,비타민B6
700mL[25mL,700mL[25mL
발생될,발생될
원료(성분)를,원료(성분)를
또는,또는
에,에
및,및
%영양성분기준치,%영양성분기준치
크씨슬의,크씨슬의
1일,1일
장내,장내
섭취방법,섭취방법
이상이,이상이
4%,4%
않는,않는
말토,말토
"쇠고기,","쇠고기,"
"락추로스파우더,","락추로스파우더,"
손에,손에
"16,","16,"
경우,경우
"카카오색소,","카카오색소,"
및,및
"땅콩,","땅콩,"
눈건강을,눈건강을
질환이,질환이
·,·
있으니,있으니
본,본
함량,함량
및,및
분량당,분량당
단백질,단백질
"어린이,","어린이,"
"해바라기레시틴,","해바라기레시틴,"
"기유,","기유,"
확인하실,확인하실
의사항],의사항]
영,영
교환처,교환처
[보관,[보관
예방,예방
취하지,취하지
"땅콩,","땅콩,"
rTG,rTG
아닌,아닌
:,:
"호두,","호두,"
기준에,기준에
카라기난,카라기난
판매원,판매원
반품,반품
섭취방법,섭취방법
